Latence1;Latence2;Latence3;CPU1;RAM1;CPU2;RAM2;CPU3;RAM3;Coord1;Coord2
0.1583883701;0.2417353150;0.2521531366;0.45;0.6;0.62;0.5;0.70;0.5;2;5
0.3230472486;0.1596254757;0.1673786149;0.73;0.5;0.78;0.7;0.55;0.4;0;4
0.5469381079;0.2927144967;0.2716638466;0.52;0.5;0.86;0.4;0.92;0.7;5;0
0.5592124715;0.2479355052;0.2593707450;0.17;0.6;0.88;0.4;0.96;0.6;1;4
0.1476727535;0.1609141766;0.0717868529;0.94;0.4;0.11;0.3;0.78;0.3;4;0
0.4862176638;0.1196357612;0.1424223945;0.49;0.5;0.44;0.5;0.91;0.7;4;4
0.1490891423;0.1291963423;0.1467050503;0.34;0.6;0.46;0.6;0.14;0.6;0;4
0.0890054649;0.2638959996;0.2002358240;0.45;0.3;0.87;0.3;0.63;0.6;3;4
0.5513608270;0.1421460107;0.1367339390;0.97;0.5;0.52;0.4;0.69;0.6;4;5
0.5591155293;0.1403019897;0.2764840019;0.23;0.6;0.88;0.4;0.86;0.6;2;3
0.4884243649;0.1821270756;0.3023224733;0.84;0.4;0.64;0.3;0.54;0.7;0;1
0.0650503177;0.2754065220;0.1009944987;0.25;0.6;0.84;0.4;0.11;0.7;1;0
0.2857492445;0.2776517862;0.3386278309;0.60;0.4;0.94;0.6;0.60;0.7;2;4
0.1142557238;0.1790855576;0.1332109236;0.56;0.4;0.38;0.6;0.75;0.7;5;4
0.3505243716;0.1534045118;0.2266213122;0.37;0.7;0.49;0.4;0.73;0.3;4;4
0.3323194185;0.1592059226;0.1841953744;0.27;0.6;0.31;0.8;0.43;0.7;3;1
0.4877455730;0.1420680468;0.2600648894;0.38;0.7;0.45;0.8;0.29;0.5;1;3
0.2190207120;0.1307353384;0.3246334212;0.84;0.3;0.64;0.4;0.20;0.7;0;0
0.1328356806;0.2555005776;0.0979939036;0.24;0.4;0.48;0.5;0.42;0.5;1;5
0.3790309614;0.1181215241;0.1291510661;0.15;0.7;0.27;0.6;0.95;0.5;4;2
0.4354122494;0.2028320413;0.2224786461;0.73;0.5;0.59;0.3;0.86;0.4;0;1
0.4941625847;0.1245670364;0.1879463595;0.91;0.7;0.86;0.3;0.32;0.5;4;5
0.2898612242;0.2671641348;0.0951566875;0.97;0.5;0.32;0.3;0.91;0.4;1;2
0.2721691553;0.1937040303;0.2897682298;0.88;0.3;0.43;0.8;0.92;0.5;2;1
0.2034595051;0.2241841169;0.2252819546;0.34;0.8;0.67;0.6;0.68;0.5;4;2
0.2402634313;0.1107592070;0.3451141859;0.45;0.4;0.88;0.4;0.32;0.6;5;5
0.1727574184;0.2791551078;0.3138976796;0.71;0.5;0.17;0.4;0.77;0.8;3;3
0.4871576351;0.2935324094;0.2822100534;0.67;0.4;0.43;0.8;0.96;0.7;4;1
0.0629008130;0.1759182467;0.1448988547;0.75;0.4;0.95;0.6;0.76;0.6;4;0
0.4889843213;0.1980027220;0.2564220387;0.80;0.7;0.95;0.5;0.45;0.6;0;5
0.1565185175;0.1498345219;0.3284783860;0.53;0.7;0.62;0.6;0.87;0.8;4;5
0.0628957783;0.1961443762;0.1047453314;0.52;0.8;0.23;0.8;0.53;0.3;4;2
0.1873557453;0.2712174633;0.2731355752;0.59;0.7;0.39;0.7;0.60;0.6;3;2
0.2567612364;0.1966755387;0.3215195671;0.61;0.3;0.90;0.7;0.56;0.5;2;0
0.1394945475;0.1597160224;0.1932675339;0.69;0.8;0.17;0.4;0.53;0.8;5;2
0.3359741197;0.1523525168;0.2845330885;0.77;0.5;0.53;0.5;0.70;0.6;0;2
0.4640987364;0.2542740236;0.3465389930;0.27;0.7;0.75;0.6;0.19;0.4;2;4
0.5623270855;0.2325398609;0.0984412184;0.95;0.4;0.18;0.4;0.37;0.4;1;1
0.4903129019;0.2510003194;0.2794416803;0.82;0.6;0.73;0.4;0.27;0.7;3;0
0.4614492775;0.1379318796;0.1094932480;0.89;0.4;0.60;0.8;0.45;0.4;0;3
0.5174985968;0.2206142099;0.3521546666;0.29;0.5;0.20;0.5;0.55;0.8;0;4
0.5748823944;0.2134584720;0.2879318626;0.96;0.8;0.56;0.6;0.89;0.7;2;1
0.4466867893;0.1702833261;0.2894199850;0.92;0.4;0.34;0.8;0.62;0.5;2;0
0.3655056912;0.1741989152;0.2279544663;0.30;0.7;0.53;0.7;0.48;0.4;1;1
0.4699271708;0.2907962882;0.0881360902;0.53;0.5;0.90;0.5;0.12;0.3;1;2
0.3335657533;0.1594038082;0.2014268330;0.86;0.7;0.69;0.6;0.29;0.4;4;5
0.5417335044;0.2097775265;0.0947294693;0.93;0.4;0.15;0.5;0.40;0.5;5;1
0.1700611210;0.2501157407;0.3035848690;0.53;0.5;0.81;0.4;0.15;0.6;0;0
0.1924457152;0.1760112806;0.0720799586;0.53;0.3;0.52;0.5;0.77;0.7;4;0
0.5676855256;0.1168555834;0.3518197637;0.23;0.4;0.39;0.8;0.25;0.6;1;3
0.3717250800;0.1878946972;0.1455891447;0.63;0.3;0.30;0.5;0.76;0.6;3;4
0.2588001922;0.1845332977;0.2390931680;0.29;0.4;0.29;0.7;0.86;0.7;1;1
0.0807189544;0.2100765152;0.3186900720;0.16;0.5;0.36;0.6;0.77;0.5;2;4
0.1763159774;0.2682215867;0.3346638092;0.22;0.7;0.57;0.6;0.36;0.6;1;2
0.1767050456;0.2553947740;0.2656770024;0.53;0.4;0.58;0.7;0.14;0.6;3;0
0.1292139791;0.2198046610;0.3087786666;0.77;0.3;0.48;0.6;0.60;0.5;4;1
0.4011923048;0.2034403438;0.1210894551;0.56;0.7;0.68;0.4;0.55;0.3;5;0
0.4478109764;0.1508729615;0.0995918128;0.33;0.7;0.80;0.7;0.34;0.4;4;4
0.4402912957;0.1664159290;0.3525222122;0.37;0.8;0.36;0.6;0.40;0.8;3;3
0.2518566797;0.2916634056;0.1209846162;0.86;0.5;0.91;0.8;0.76;0.5;3;4
0.4066851399;0.1567683997;0.1980040413;0.38;0.4;0.18;0.7;0.38;0.7;2;5
0.3765458470;0.2546647044;0.1924892391;0.23;0.5;0.58;0.8;0.33;0.7;0;2
0.2798176337;0.2614770132;0.2791974651;0.40;0.5;0.20;0.8;0.48;0.5;5;0
0.3347787548;0.2240396374;0.1813274176;0.39;0.6;0.11;0.7;0.18;0.3;0;5
0.3153247377;0.1356612175;0.0980567085;0.94;0.3;0.90;0.4;0.83;0.4;0;5
0.3988310766;0.2027182064;0.1806915896;0.17;0.5;0.41;0.4;0.37;0.4;5;0
0.3611526135;0.2370481091;0.2748554617;0.22;0.6;0.10;0.6;0.13;0.6;3;3
0.4393145959;0.2909287030;0.1411570715;0.26;0.7;0.58;0.6;0.92;0.5;0;4
0.2721220803;0.1338683158;0.1405337508;0.85;0.8;0.50;0.4;0.20;0.7;3;0
0.4608474558;0.1713368851;0.1514231804;0.10;0.7;0.52;0.3;0.53;0.6;0;1
0.0672005696;0.2445270372;0.2011682352;0.44;0.8;0.59;0.5;0.68;0.6;4;3
0.2344697016;0.1535779146;0.3252371268;0.19;0.7;0.84;0.6;0.81;0.6;3;5
0.1500094493;0.2745702295;0.2762160039;0.83;0.8;0.22;0.3;0.19;0.6;2;0
0.4365519551;0.2011209968;0.1866230724;0.81;0.8;0.53;0.4;0.36;0.6;2;3
0.3016476593;0.2089009956;0.2664978705;0.27;0.5;0.75;0.8;0.55;0.5;5;1
0.0766090037;0.2939984971;0.1771843891;0.86;0.5;0.86;0.5;0.56;0.5;4;5
0.4120360454;0.1647971323;0.0733548684;0.16;0.6;0.91;0.4;0.91;0.8;3;5
0.3091915572;0.1295145922;0.1573508093;0.40;0.5;0.46;0.6;0.75;0.4;4;2
0.4207357779;0.2094145220;0.2877179177;0.95;0.6;0.93;0.8;0.38;0.6;5;3
0.2747136222;0.1189974578;0.2792844609;0.12;0.5;0.40;0.4;0.35;0.3;4;4
0.3451254074;0.1826115736;0.0814646042;0.14;0.3;0.75;0.6;0.40;0.5;3;4
0.4603960763;0.2215644033;0.1818774856;0.20;0.5;0.74;0.4;0.82;0.6;5;1
0.5586781180;0.2148201457;0.0732096942;0.46;0.4;0.10;0.8;0.15;0.5;0;0
0.0870817928;0.2663125142;0.3379490620;0.38;0.7;0.63;0.7;0.41;0.4;0;5
0.4665612092;0.1923155910;0.1940904402;0.18;0.6;0.37;0.4;0.83;0.7;4;5
0.4062868537;0.2070474643;0.1309254611;0.90;0.5;0.71;0.7;0.97;0.6;3;0
0.2790704752;0.2058279008;0.1321497605;0.90;0.3;0.45;0.4;0.36;0.6;2;5
0.4645818340;0.2780720982;0.1899909641;0.74;0.7;0.28;0.3;0.90;0.6;0;4
0.5644341030;0.2211214234;0.1052624796;0.92;0.8;0.45;0.6;0.54;0.7;0;1
0.0951651877;0.1647442617;0.2994885384;0.71;0.6;0.62;0.6;0.97;0.8;2;3
0.1398977256;0.1228759145;0.1005670586;0.77;0.6;0.28;0.6;0.43;0.5;5;0
0.5065671073;0.2381074408;0.1489545946;0.27;0.5;0.15;0.3;0.37;0.6;5;2
0.2604163979;0.2107465213;0.2860395514;0.88;0.7;0.61;0.8;0.23;0.6;3;5
0.1444746698;0.2731994754;0.2522605476;0.31;0.5;0.97;0.8;0.49;0.6;2;4
0.4126503591;0.1844103940;0.3442346541;0.91;0.6;0.56;0.4;0.21;0.4;0;4
0.3891312847;0.2900904153;0.2027655542;0.67;0.7;0.21;0.5;0.55;0.6;3;4
0.5102055245;0.2871624373;0.1971717434;0.34;0.5;0.57;0.7;0.19;0.6;1;4
0.1817981707;0.1727471274;0.1582343471;0.38;0.8;0.73;0.5;0.45;0.4;3;4
0.3783609420;0.1818649244;0.2243076462;0.61;0.7;0.57;0.7;0.54;0.7;2;2
0.2909243264;0.1186165385;0.1715336439;0.58;0.8;0.85;0.5;0.79;0.7;5;3
0.2550779070;0.2006100971;0.1223488394;0.61;0.7;0.28;0.7;0.81;0.4;3;4
0.2456659932;0.2912821397;0.2593991894;0.77;0.6;0.45;0.8;0.83;0.7;0;1
0.3278215887;0.1723011350;0.0915071096;0.44;0.5;0.69;0.3;0.82;0.6;0;2
0.3164028386;0.2431580980;0.2807079834;0.83;0.6;0.57;0.4;0.77;0.7;2;3
0.1522064439;0.1452444671;0.1472781865;0.12;0.4;0.38;0.5;0.69;0.3;1;0
0.5461900195;0.1315969790;0.2173197299;0.82;0.5;0.28;0.6;0.47;0.4;4;4
0.3498866334;0.1357659317;0.1535432614;0.77;0.4;0.44;0.7;0.28;0.7;5;2
0.3186875229;0.1555754156;0.0804139392;0.19;0.6;0.44;0.6;0.97;0.7;2;3
0.4598145461;0.1595973002;0.2043068538;0.36;0.7;0.89;0.7;0.88;0.7;3;5
0.3132909453;0.2184007312;0.3076557668;0.43;0.8;0.49;0.6;0.34;0.8;0;2
0.1632763208;0.1409545072;0.1242009107;0.72;0.4;0.76;0.7;0.87;0.6;0;0
0.0879369198;0.1250755219;0.2752936676;0.60;0.7;0.38;0.6;0.92;0.4;3;3
0.2606677095;0.1848363121;0.1004435911;0.48;0.6;0.26;0.5;0.79;0.3;0;5
0.5401651378;0.1504406634;0.0734428636;0.40;0.5;0.31;0.4;0.34;0.4;0;5
0.2336764365;0.1241272150;0.3367952008;0.73;0.7;0.63;0.6;0.46;0.7;4;1
0.5581057636;0.2800150330;0.1315133610;0.81;0.8;0.25;0.7;0.69;0.7;5;2
0.5807561890;0.2524708207;0.1060972524;0.89;0.8;0.47;0.8;0.94;0.4;5;0
0.4636750010;0.2689905952;0.1649157478;0.95;0.7;0.71;0.6;0.70;0.7;1;5
0.5155373460;0.1356184606;0.3406568753;0.71;0.7;0.75;0.5;0.91;0.4;3;4
0.5533637133;0.2891073152;0.2820365086;0.52;0.5;0.85;0.7;0.75;0.4;3;0
0.4477454466;0.1530143607;0.1619201245;0.11;0.6;0.40;0.8;0.31;0.7;1;1
0.5277153943;0.1136568374;0.1971878503;0.31;0.4;0.47;0.5;0.93;0.5;5;3
0.3126830463;0.1398429107;0.2500906288;0.21;0.4;0.82;0.5;0.66;0.4;5;1
0.2241247567;0.2271598701;0.1603799077;0.22;0.4;0.64;0.7;0.29;0.3;5;0
0.4944511549;0.1787478155;0.3390118292;0.52;0.7;0.59;0.6;0.42;0.4;5;0
0.2337640839;0.2513768973;0.1548273378;0.47;0.7;0.28;0.7;0.90;0.6;5;5
0.3531042701;0.1964482487;0.3452807779;0.93;0.4;0.48;0.7;0.14;0.6;1;3
0.5588006399;0.1904846369;0.1626026750;0.81;0.7;0.50;0.5;0.52;0.8;0;5
0.4630128689;0.2648150934;0.1840305840;0.73;0.8;0.16;0.6;0.12;0.7;1;2
0.1345688985;0.1946665795;0.2073698166;0.17;0.6;0.24;0.6;0.54;0.7;0;5
0.2967164386;0.1314645477;0.3074182489;0.57;0.4;0.88;0.5;0.94;0.5;4;0
0.4888612412;0.1793415578;0.1639621273;0.83;0.6;0.65;0.5;0.21;0.5;0;2
0.2105606391;0.1547606208;0.3157053850;0.47;0.7;0.93;0.7;0.51;0.6;5;0
0.2657084758;0.1532347969;0.1169904724;0.81;0.6;0.29;0.3;0.77;0.7;4;5
0.3008360489;0.1745528888;0.3278252660;0.69;0.7;0.93;0.6;0.70;0.4;1;3
0.2234801025;0.2053761769;0.2286902458;0.80;0.3;0.58;0.6;0.55;0.7;1;5
0.1307837224;0.1211483642;0.0961452458;0.24;0.7;0.88;0.4;0.21;0.5;2;2
0.0910579816;0.2862553544;0.3500236670;0.50;0.6;0.49;0.4;0.57;0.8;3;3
0.4973945339;0.1452559275;0.3476716132;0.30;0.6;0.74;0.8;0.41;0.7;5;0
0.0708074367;0.2178768854;0.1237776804;0.25;0.7;0.80;0.7;0.13;0.6;4;5
0.5172348294;0.2277380667;0.2868996066;0.47;0.4;0.87;0.6;0.48;0.7;3;5
0.2157111510;0.2143779589;0.2098101416;0.91;0.6;0.59;0.6;0.83;0.5;3;0
0.3513258736;0.1317235163;0.1165096313;0.62;0.3;0.20;0.7;0.87;0.8;0;2
0.4299627835;0.2461859935;0.2688349773;0.48;0.4;0.24;0.6;0.67;0.5;2;4
0.4306981482;0.1788949441;0.1624520680;0.29;0.6;0.85;0.3;0.58;0.6;4;4
0.0911572633;0.1504592731;0.2562472296;0.91;0.5;0.54;0.7;0.96;0.7;2;4
0.2016109025;0.2618810017;0.2112050696;0.51;0.6;0.16;0.3;0.33;0.6;2;4
0.5861249720;0.1180521282;0.2443390980;0.22;0.5;0.76;0.5;0.66;0.7;3;3
0.4713115797;0.1195751068;0.0728756831;0.12;0.4;0.71;0.5;0.89;0.5;4;1
0.1533990935;0.2001472535;0.2077283854;0.26;0.7;0.76;0.4;0.21;0.4;4;5
0.1625954397;0.1382799387;0.0993213781;0.33;0.6;0.42;0.4;0.79;0.3;1;0
0.0870036692;0.1802603533;0.2443788855;0.50;0.6;0.21;0.5;0.68;0.3;0;0
0.5037232888;0.2272869921;0.3303699530;0.89;0.7;0.46;0.6;0.13;0.5;3;1
0.3443707284;0.2848498696;0.3060020399;0.79;0.7;0.46;0.5;0.39;0.6;4;3
0.0716811850;0.2092759541;0.1247831553;0.87;0.7;0.51;0.6;0.53;0.6;1;4
0.5127231585;0.2362161805;0.2695753609;0.57;0.5;0.30;0.4;0.73;0.6;0;4
0.5406279454;0.1193215575;0.0825634841;0.26;0.6;0.93;0.6;0.71;0.8;1;3
0.3530503609;0.2490922645;0.1096781686;0.38;0.6;0.42;0.7;0.45;0.3;4;5
0.0942939334;0.2007811559;0.1439756629;0.76;0.8;0.47;0.8;0.74;0.5;1;3
0.4499183408;0.2097407315;0.1651206270;0.65;0.4;0.92;0.7;0.33;0.7;5;1
0.1216561461;0.1412016753;0.1729148266;0.95;0.6;0.88;0.7;0.40;0.3;5;3
0.3462699004;0.1390153426;0.1955180551;0.27;0.4;0.83;0.3;0.45;0.3;1;1
0.5653662511;0.1879738704;0.1520107755;0.67;0.7;0.82;0.4;0.46;0.7;5;5
0.4418433573;0.2159110740;0.2830173818;0.56;0.5;0.14;0.4;0.52;0.6;2;5
0.2547764682;0.1554562076;0.3514844887;0.55;0.4;0.46;0.6;0.79;0.4;4;5
0.1262228451;0.2255770455;0.3527330481;0.79;0.7;0.43;0.5;0.44;0.8;0;5
0.0798209476;0.1772858222;0.2543380313;0.65;0.5;0.65;0.4;0.97;0.7;2;5
0.5867557231;0.2610567071;0.3491485490;0.47;0.4;0.47;0.4;0.94;0.6;3;0
0.4690992136;0.2933629643;0.3354417296;0.16;0.3;0.78;0.6;0.69;0.8;0;0
0.4302554338;0.2375962660;0.3627650857;0.51;0.8;0.58;0.4;0.26;0.5;5;5
0.5586551778;0.2125369236;0.2818319374;0.49;0.5;0.43;0.4;0.80;0.6;5;0
0.4209731990;0.1087388133;0.3398499255;0.43;0.4;0.21;0.5;0.75;0.4;0;0
0.2247616079;0.2553174804;0.1453947748;0.86;0.5;0.73;0.6;0.71;0.6;1;3
0.5560916591;0.2449933196;0.3464981217;0.81;0.7;0.78;0.7;0.51;0.3;3;1
0.5783630219;0.1927551110;0.1067552368;0.42;0.5;0.74;0.4;0.48;0.3;3;1
0.4897954083;0.2004219416;0.1504908179;0.32;0.8;0.35;0.8;0.90;0.3;0;1
0.2592395892;0.1095068596;0.3203503318;0.81;0.5;0.67;0.5;0.13;0.7;5;2
0.2587670610;0.1907395766;0.1857087635;0.62;0.4;0.40;0.7;0.84;0.5;4;1
0.2829381089;0.1609576792;0.2833889112;0.82;0.8;0.19;0.7;0.37;0.8;4;0
0.2427873843;0.2114168483;0.0959906680;0.65;0.5;0.85;0.7;0.78;0.7;3;0
0.4286821319;0.1457161561;0.2794002767;0.33;0.6;0.21;0.4;0.46;0.6;1;4
0.1445056159;0.2677534639;0.1768365645;0.17;0.3;0.32;0.5;0.14;0.6;4;4
0.5601640728;0.1816423941;0.2893545868;0.29;0.4;0.23;0.5;0.81;0.4;0;2
0.4688849858;0.2933843098;0.3581003017;0.52;0.5;0.57;0.4;0.83;0.6;5;3
0.3060006367;0.1804327975;0.1397870284;0.89;0.4;0.66;0.7;0.85;0.7;3;2
0.0961462945;0.1589901524;0.3531065665;0.16;0.5;0.16;0.8;0.44;0.7;2;2
0.3669057929;0.1783714157;0.0854504398;0.88;0.5;0.25;0.8;0.91;0.8;5;1
0.1146634747;0.2331645273;0.2761631884;0.23;0.8;0.78;0.7;0.43;0.4;0;2
0.4340570938;0.1378671245;0.3080529016;0.80;0.7;0.61;0.5;0.22;0.7;4;0
0.5439806184;0.2388285157;0.1723472955;0.95;0.6;0.29;0.3;0.37;0.6;0;4
0.4530399770;0.1971328598;0.1372065737;0.91;0.7;0.43;0.7;0.77;0.3;2;4
0.0736548697;0.2911121766;0.2947869242;0.42;0.7;0.91;0.6;0.48;0.8;0;4
0.4332640100;0.2901296645;0.2635950615;0.29;0.4;0.81;0.6;0.77;0.8;0;1
0.1488634967;0.1914010293;0.2034318903;0.14;0.7;0.51;0.6;0.21;0.8;1;1
0.5823961118;0.2719964154;0.0842698240;0.70;0.4;0.53;0.3;0.94;0.6;0;2
0.1182203491;0.1486662743;0.1665287628;0.20;0.6;0.21;0.4;0.13;0.7;2;1
0.2954760682;0.1503995319;0.3171484383;0.39;0.6;0.29;0.7;0.69;0.4;2;1
0.5565993730;0.1139285075;0.1325230441;0.34;0.4;0.71;0.7;0.42;0.5;5;4
0.5580968428;0.2278868914;0.2442625179;0.55;0.4;0.15;0.5;0.55;0.4;3;2
0.3534593875;0.1725561409;0.3298040296;0.62;0.8;0.72;0.8;0.73;0.5;1;4
0.4269443789;0.1392418564;0.1400612609;0.13;0.6;0.86;0.5;0.38;0.8;4;0
0.1174800866;0.1266246898;0.1748670167;0.58;0.5;0.12;0.7;0.94;0.6;1;5
0.3725280981;0.1393592636;0.1354056577;0.18;0.8;0.26;0.3;0.14;0.6;2;1
0.1837396705;0.2263581996;0.2107711174;0.31;0.6;0.46;0.3;0.49;0.4;3;2
0.5246697086;0.2918754894;0.2547814483;0.74;0.6;0.46;0.7;0.43;0.6;4;0
0.3083312392;0.1375043834;0.0672377343;0.76;0.4;0.56;0.6;0.62;0.5;5;5
0.3601345996;0.1173757730;0.1895608472;0.24;0.4;0.72;0.6;0.89;0.5;4;5
0.4787925215;0.2239909759;0.3046276139;0.39;0.5;0.37;0.5;0.69;0.8;3;1
0.2511274813;0.1094622639;0.2940453072;0.75;0.5;0.84;0.4;0.54;0.4;1;0
0.0766573364;0.2179129950;0.2051267445;0.89;0.6;0.53;0.4;0.14;0.6;0;3
0.5681709851;0.1521067375;0.3175152129;0.50;0.6;0.60;0.4;0.42;0.3;4;1
0.0831627748;0.1842234848;0.2082023854;0.60;0.7;0.86;0.3;0.65;0.5;2;1
0.2761066060;0.2331890370;0.3552659831;0.71;0.5;0.86;0.4;0.59;0.5;5;4
0.2226674616;0.2142232963;0.2073104006;0.56;0.6;0.83;0.5;0.18;0.7;4;0
0.2725431004;0.2080691080;0.1170705662;0.46;0.4;0.74;0.6;0.13;0.7;5;4
0.3014657679;0.1862699422;0.3194678123;0.35;0.4;0.83;0.7;0.39;0.4;5;3
0.1532533681;0.2242741724;0.2934212173;0.84;0.5;0.74;0.8;0.75;0.6;5;2
0.1323092458;0.2068596604;0.0727525973;0.89;0.7;0.23;0.4;0.48;0.7;4;0
0.5124557385;0.1510867930;0.3540868968;0.95;0.7;0.40;0.4;0.30;0.4;4;0
0.3362625875;0.2532449520;0.1796140653;0.68;0.5;0.64;0.7;0.84;0.3;4;4
0.1661221846;0.1360775269;0.0915833978;0.80;0.7;0.39;0.4;0.46;0.7;2;1
0.0753936901;0.1831621528;0.3584476282;0.27;0.3;0.50;0.8;0.66;0.4;3;1
0.4968873847;0.2170118898;0.1951258019;0.59;0.7;0.95;0.5;0.45;0.8;1;5
0.3801269817;0.2501456811;0.3443106241;0.23;0.8;0.80;0.3;0.21;0.5;3;4
0.3184076620;0.2120734460;0.2921643625;0.66;0.5;0.14;0.7;0.52;0.7;1;0
0.1882177842;0.1860923463;0.1034034086;0.22;0.6;0.91;0.5;0.15;0.5;0;3
0.1099344666;0.2009637572;0.3363886704;0.62;0.8;0.94;0.4;0.21;0.4;0;5
0.5792261089;0.2650169127;0.1350122965;0.86;0.7;0.41;0.7;0.14;0.4;2;4
0.3530950480;0.2522429216;0.3328191370;0.73;0.7;0.19;0.4;0.88;0.6;1;4
0.5049962924;0.2113514263;0.2394229589;0.20;0.5;0.76;0.5;0.55;0.5;3;3
0.3198577018;0.1914689688;0.1039030905;0.14;0.4;0.10;0.5;0.85;0.6;1;4
0.2740045332;0.2463459700;0.1266814559;0.35;0.8;0.13;0.6;0.55;0.4;5;2
0.5778060918;0.2337200901;0.1574558783;0.32;0.8;0.48;0.5;0.87;0.6;2;0
0.2801292572;0.1718903328;0.1015171392;0.35;0.6;0.69;0.6;0.54;0.8;0;4
0.2273438823;0.2033307493;0.2492851565;0.15;0.3;0.37;0.6;0.47;0.4;5;1
0.5698558440;0.1588686178;0.1406351838;0.50;0.7;0.13;0.5;0.20;0.4;2;2
0.1406095688;0.1736244019;0.0859864834;0.10;0.3;0.38;0.4;0.58;0.7;4;1
0.5166045827;0.1845596584;0.3498102860;0.37;0.5;0.78;0.4;0.37;0.7;1;1
0.1460581251;0.2368623587;0.3483128022;0.21;0.4;0.85;0.4;0.89;0.3;3;1
0.3232721176;0.1341479255;0.3115768591;0.24;0.5;0.41;0.6;0.12;0.8;0;5
0.4069612401;0.2582041646;0.2558282755;0.93;0.7;0.23;0.6;0.90;0.5;0;1
0.1021493364;0.1458180352;0.2818662430;0.55;0.5;0.70;0.7;0.33;0.6;4;4
0.3188826553;0.2795198841;0.2541528253;0.73;0.4;0.25;0.5;0.44;0.6;5;2
0.2031971291;0.1479113079;0.3204563768;0.38;0.3;0.87;0.6;0.84;0.7;3;2
0.4234875928;0.2281252268;0.2046073001;0.62;0.5;0.19;0.6;0.33;0.6;2;2
0.3614970228;0.2724959979;0.3356763914;0.74;0.4;0.16;0.5;0.97;0.5;3;3
0.1341441814;0.2207017500;0.1483750107;0.36;0.7;0.79;0.7;0.73;0.5;5;5
0.1667185068;0.1115293194;0.2551525047;0.55;0.3;0.79;0.6;0.68;0.4;0;2
0.3834492393;0.1705148348;0.0696319832;0.74;0.4;0.60;0.5;0.38;0.3;5;3
0.3424867998;0.2359112849;0.2690258121;0.42;0.5;0.34;0.6;0.92;0.4;1;2
0.5523722129;0.1948244077;0.3520434328;0.77;0.5;0.84;0.7;0.30;0.4;1;0
0.3524588488;0.1925987936;0.2741400881;0.92;0.7;0.17;0.4;0.38;0.6;3;5
0.4247120037;0.2809725798;0.2429389900;0.75;0.7;0.59;0.8;0.58;0.6;1;4
0.4047746915;0.2060447503;0.1299610126;0.50;0.3;0.67;0.4;0.57;0.4;4;3
0.5750617362;0.1831647716;0.1570804957;0.73;0.3;0.81;0.6;0.18;0.7;5;3
0.1128844421;0.2048272830;0.2093504183;0.22;0.6;0.12;0.6;0.96;0.4;0;1
0.3507209844;0.2634100611;0.2391457326;0.71;0.7;0.20;0.6;0.67;0.6;1;2
0.4735154087;0.2071782520;0.2912685775;0.78;0.5;0.20;0.5;0.31;0.5;1;0
0.2887527226;0.1730040173;0.2690525456;0.51;0.7;0.79;0.5;0.92;0.4;0;2
0.1002903247;0.2854692101;0.2110447481;0.13;0.5;0.97;0.3;0.27;0.7;4;0
0.2034571867;0.2424214364;0.1519230137;0.80;0.5;0.69;0.5;0.68;0.6;2;5
0.2335332266;0.2188403039;0.3307745475;0.49;0.5;0.77;0.5;0.28;0.8;3;0
0.4564962489;0.2537222200;0.1689776260;0.27;0.8;0.37;0.4;0.17;0.4;1;2
0.5556265567;0.1093830339;0.1921399701;0.59;0.3;0.27;0.5;0.43;0.5;4;4
0.5448191228;0.1084533758;0.3613663093;0.44;0.7;0.19;0.6;0.29;0.8;3;3
0.4203594945;0.2930833714;0.1685756729;0.73;0.5;0.73;0.6;0.59;0.4;2;5
0.3017236093;0.1109854986;0.3393728084;0.90;0.4;0.87;0.5;0.61;0.6;2;2
0.3583844225;0.1821499016;0.3071280017;0.48;0.3;0.88;0.6;0.49;0.5;2;3
0.2007665329;0.2198708359;0.2489104369;0.51;0.5;0.25;0.5;0.29;0.4;4;1
0.2872942746;0.2836232812;0.2424808881;0.78;0.7;0.95;0.6;0.29;0.4;4;4
0.0962996393;0.2736218439;0.0733744604;0.65;0.5;0.35;0.5;0.94;0.7;1;4
0.3483736717;0.2074624813;0.1242237236;0.80;0.7;0.60;0.7;0.44;0.6;3;4
0.2711567030;0.2617146538;0.0705067156;0.34;0.5;0.88;0.5;0.74;0.6;0;0
0.5835472973;0.2496322349;0.1338812299;0.89;0.6;0.52;0.3;0.37;0.6;0;0
0.0880925965;0.1419953094;0.3380798738;0.91;0.4;0.96;0.7;0.13;0.5;1;4
0.0867653387;0.1511503668;0.3260837331;0.90;0.3;0.13;0.5;0.80;0.7;3;3
0.1496458368;0.1392986360;0.2024182179;0.80;0.6;0.16;0.5;0.89;0.5;2;0
0.3135720018;0.2902529031;0.3083136801;0.37;0.5;0.20;0.6;0.77;0.6;5;3
0.1809592259;0.2885552490;0.3491530111;0.40;0.5;0.25;0.5;0.33;0.6;2;4
0.2517418563;0.1248660577;0.1877986067;0.95;0.7;0.43;0.8;0.36;0.8;0;2
0.2220974035;0.1632374785;0.1573263585;0.70;0.7;0.89;0.6;0.39;0.3;5;5
0.1816607545;0.2856003639;0.1004672905;0.60;0.4;0.76;0.5;0.85;0.5;0;3
0.4110848872;0.1889403675;0.3479618411;0.89;0.5;0.94;0.6;0.83;0.7;5;2
0.2592111001;0.2805247654;0.1545192730;0.31;0.7;0.15;0.4;0.36;0.6;5;2
