Latence1;Latence2;Latence3;CPU1;RAM1;CPU2;RAM2;CPU3;RAM3;Coord1;Coord2;CoordCar1;CoordCar2
0.5323114288;0.2244120305;0.2112419600;0.26;0.5;0.84;0.4;0.20;0.5;3;2;2;2
0.4182022565;0.2547497363;0.1465425189;0.58;0.6;0.83;0.4;0.75;0.6;2;3;4;4
0.4180803703;0.1775576580;0.3157376752;0.26;0.4;0.37;0.7;0.92;0.7;2;2;2;2
0.2247379006;0.2585705538;0.2271711897;0.71;0.6;0.12;0.4;0.72;0.8;3;4;2;2
0.4374088122;0.2403109141;0.1658837777;0.30;0.8;0.96;0.6;0.32;0.4;2;4;4;1
0.3546344410;0.2193555019;0.3324698222;0.16;0.6;0.11;0.5;0.16;0.8;3;2;2;3
0.2891477364;0.1793140973;0.2809810976;0.15;0.6;0.72;0.4;0.15;0.3;3;3;1;4
0.3056856353;0.1085504900;0.2818867223;0.30;0.5;0.45;0.6;0.62;0.6;3;2;2;4
0.2913191446;0.1350838241;0.3491359855;0.66;0.7;0.19;0.6;0.80;0.7;3;3;1;1
0.1928721513;0.2713874728;0.1941991838;0.77;0.6;0.81;0.7;0.15;0.4;2;2;2;1
0.5224380892;0.2902158079;0.3287093691;0.46;0.3;0.76;0.8;0.92;0.6;1;3;4;4
0.3957448268;0.2763575789;0.3558631879;0.22;0.5;0.61;0.5;0.59;0.6;3;2;2;2
0.5177767153;0.1270553948;0.0886905405;0.68;0.7;0.54;0.4;0.16;0.5;4;1;2;3
0.1360904030;0.2040109841;0.1285925873;0.79;0.8;0.21;0.8;0.55;0.7;4;2;2;2
0.1912751371;0.1202390683;0.1697750877;0.31;0.6;0.77;0.4;0.29;0.5;4;2;1;1
0.3860168419;0.1148373931;0.1460569923;0.93;0.8;0.78;0.5;0.25;0.3;3;4;2;2
0.1691354371;0.1335367258;0.2678357767;0.73;0.5;0.79;0.4;0.39;0.8;3;3;4;4
0.0604242311;0.1922117309;0.2495987996;0.94;0.3;0.92;0.5;0.44;0.3;4;1;2;1
0.4853882827;0.2434804585;0.3337494328;0.67;0.6;0.11;0.7;0.30;0.6;2;4;4;2
0.0629320120;0.2548270544;0.1006970784;0.86;0.5;0.60;0.4;0.60;0.7;2;2;1;1
0.3828518131;0.1759671594;0.3258507575;0.22;0.6;0.29;0.7;0.43;0.5;1;2;1;4
0.1955001655;0.2748750470;0.2240530272;0.83;0.7;0.66;0.7;0.63;0.4;1;3;1;3
0.4033795921;0.2786809609;0.1199853575;0.25;0.3;0.53;0.7;0.82;0.7;1;3;3;3
0.2172735462;0.1626934178;0.1735247673;0.80;0.6;0.53;0.6;0.74;0.5;1;4;3;1
0.1207209474;0.1891835809;0.2785124534;0.11;0.6;0.40;0.7;0.92;0.8;1;1;3;2
0.1931131926;0.1115956534;0.3341227442;0.84;0.5;0.26;0.4;0.62;0.7;1;1;4;3
0.0748597172;0.1395679469;0.2089366863;0.77;0.3;0.90;0.5;0.45;0.4;1;2;3;1
0.2952213451;0.1473483252;0.2157405958;0.32;0.7;0.46;0.4;0.27;0.4;3;4;1;2
0.4930461218;0.2654936448;0.2398027353;0.14;0.4;0.52;0.8;0.68;0.7;1;3;1;3
0.2260057685;0.2921710390;0.1460887718;0.73;0.7;0.13;0.8;0.58;0.5;3;4;2;3
0.4893774581;0.2527920911;0.2104905545;0.47;0.7;0.25;0.6;0.24;0.7;1;3;4;2
0.5497530688;0.1999005693;0.2217819559;0.27;0.7;0.89;0.5;0.40;0.5;3;2;1;2
0.2327365863;0.2397321171;0.2427106677;0.65;0.5;0.92;0.3;0.24;0.4;1;3;1;4
0.4949223790;0.2137661129;0.1147273360;0.48;0.7;0.50;0.7;0.18;0.5;4;3;1;2
0.3009205950;0.2028796130;0.2314506870;0.43;0.4;0.67;0.7;0.90;0.3;1;2;2;1
0.5294881288;0.2588186475;0.1139159505;0.66;0.6;0.27;0.6;0.84;0.6;2;2;3;4
0.3959400750;0.1808867550;0.3572920643;0.76;0.7;0.55;0.4;0.69;0.7;3;2;4;2
0.3886434036;0.2248883230;0.2623811606;0.36;0.7;0.44;0.6;0.34;0.6;2;3;2;4
0.4506933182;0.1251384757;0.3033983248;0.42;0.6;0.91;0.7;0.63;0.7;4;1;3;1
0.4425243022;0.1932612397;0.2124635650;0.22;0.5;0.82;0.5;0.24;0.5;2;2;4;4
0.0830260009;0.1407385400;0.1834982983;0.86;0.6;0.68;0.6;0.31;0.4;1;3;2;3
0.4244824899;0.2448787411;0.2480587967;0.16;0.3;0.50;0.5;0.48;0.3;1;4;2;4
0.3400901516;0.1974339228;0.0687430769;0.11;0.8;0.30;0.7;0.39;0.6;3;1;2;2
0.1319157200;0.2436070068;0.2445876807;0.68;0.7;0.29;0.4;0.69;0.3;3;1;4;2
0.5265458130;0.2579004292;0.0911857104;0.17;0.4;0.69;0.7;0.40;0.5;4;2;3;1
0.3894546829;0.1317728050;0.2884478291;0.83;0.7;0.32;0.5;0.70;0.5;3;1;4;4
0.3355756876;0.2284822710;0.2252021577;0.21;0.6;0.54;0.5;0.85;0.6;3;2;4;1
0.3097869889;0.2077267547;0.3575790765;0.34;0.3;0.90;0.3;0.54;0.6;2;2;1;2
0.0787587430;0.1110796207;0.1694897035;0.40;0.6;0.39;0.5;0.18;0.5;1;2;3;3
0.2643647079;0.2139205068;0.3143932488;0.52;0.7;0.72;0.4;0.40;0.5;4;1;4;3
0.2649211824;0.2062233326;0.3410818632;0.11;0.6;0.50;0.3;0.82;0.5;3;2;3;3
0.1203872433;0.1874908942;0.1358152379;0.45;0.6;0.50;0.8;0.18;0.6;1;1;3;1
0.0771382166;0.2728190826;0.3335510843;0.43;0.7;0.16;0.8;0.96;0.7;3;4;1;3
0.5222708512;0.1432488745;0.3549313462;0.67;0.4;0.93;0.5;0.56;0.5;1;2;4;1
0.2984410428;0.1885843001;0.3192054129;0.22;0.8;0.14;0.8;0.52;0.5;3;2;2;3
0.5519352541;0.1158402690;0.2612654819;0.14;0.3;0.25;0.6;0.10;0.7;3;1;3;1
0.1611333889;0.1957763038;0.3083439679;0.75;0.7;0.77;0.5;0.19;0.4;2;3;1;4
0.1119085718;0.2931472293;0.2351798584;0.51;0.8;0.45;0.3;0.26;0.5;1;1;1;1
0.3672589888;0.1910670786;0.1196298487;0.96;0.8;0.67;0.5;0.97;0.6;4;3;4;3
0.5016281330;0.1516718634;0.3128788573;0.23;0.6;0.44;0.8;0.59;0.8;3;3;2;2
0.1175160977;0.2103586515;0.1542713366;0.57;0.3;0.72;0.6;0.50;0.5;4;4;4;4
0.0767922645;0.2685622396;0.2924130277;0.40;0.7;0.91;0.7;0.74;0.5;3;4;2;3
0.2988480305;0.2252246783;0.1317184901;0.82;0.6;0.36;0.7;0.25;0.6;4;4;1;1
0.1438814904;0.2161438553;0.2468584920;0.18;0.3;0.55;0.7;0.83;0.6;2;3;3;4
0.1806994624;0.1888714821;0.1356319227;0.71;0.5;0.85;0.6;0.35;0.6;3;2;2;4
0.1732661453;0.1241329740;0.2196866853;0.81;0.5;0.73;0.5;0.53;0.4;4;1;1;3
0.3357838451;0.2116940176;0.2298476721;0.49;0.3;0.60;0.6;0.71;0.4;4;4;3;4
0.5610221864;0.1396893562;0.0999163923;0.95;0.3;0.58;0.6;0.39;0.5;1;3;2;3
0.2579320023;0.1804776546;0.1223590346;0.16;0.6;0.55;0.6;0.92;0.6;4;4;1;4
0.5259677670;0.2898395190;0.2935429332;0.27;0.4;0.63;0.8;0.49;0.8;1;1;4;4
0.2486716680;0.2140553546;0.1201094556;0.22;0.6;0.40;0.6;0.90;0.6;2;2;3;1
0.1277313655;0.1761886197;0.1187823325;0.57;0.6;0.90;0.4;0.21;0.5;3;1;3;4
0.1509007481;0.1446555985;0.3071268521;0.23;0.7;0.14;0.5;0.70;0.4;2;3;2;3
0.1311195611;0.1951561145;0.1019231332;0.53;0.6;0.74;0.4;0.96;0.5;3;3;2;4
0.4791081777;0.2238595392;0.2352581220;0.53;0.8;0.51;0.5;0.83;0.6;2;3;4;1
0.4442546954;0.1225350557;0.2768859400;0.59;0.3;0.40;0.8;0.30;0.5;2;1;3;1
0.4022832183;0.2756198106;0.2634860860;0.78;0.7;0.69;0.5;0.31;0.6;4;2;4;3
0.1692259316;0.1094236522;0.2313034757;0.85;0.5;0.28;0.5;0.33;0.7;1;2;4;2
0.5324768606;0.2923626672;0.2156376816;0.58;0.6;0.64;0.6;0.42;0.7;3;3;2;4
0.3827337003;0.1996113350;0.2287118416;0.24;0.6;0.62;0.5;0.92;0.5;3;1;3;2
0.4072399363;0.1530995215;0.2439021441;0.34;0.7;0.30;0.5;0.59;0.5;1;1;4;3
0.3236096294;0.2173576943;0.1764464937;0.84;0.3;0.45;0.8;0.89;0.5;3;3;4;2
0.5806522474;0.2102860844;0.2165418892;0.16;0.8;0.88;0.4;0.62;0.5;3;2;2;3
0.5852689591;0.2216888041;0.2983791710;0.27;0.5;0.56;0.4;0.42;0.5;4;4;1;2
0.1431715074;0.2921267574;0.1119448777;0.90;0.4;0.20;0.5;0.10;0.8;3;4;4;1
0.4021988417;0.2738316981;0.3192586104;0.66;0.8;0.17;0.5;0.54;0.4;2;3;3;2
0.3429873339;0.1409065422;0.3536868786;0.47;0.8;0.48;0.8;0.40;0.6;2;1;4;1
0.5065593726;0.2464213375;0.0748327343;0.86;0.6;0.10;0.5;0.76;0.4;2;1;1;1
0.3136969962;0.1552158528;0.2945083561;0.82;0.8;0.82;0.5;0.66;0.5;3;4;1;1
0.5218334294;0.1651662661;0.1556705221;0.38;0.8;0.21;0.4;0.49;0.7;1;4;3;1
0.5811355568;0.2852354142;0.1570323840;0.62;0.6;0.18;0.4;0.83;0.4;1;3;2;1
0.2925015276;0.2793661199;0.3476267958;0.28;0.7;0.17;0.5;0.42;0.7;3;2;3;1
0.2522448766;0.2892021063;0.3372101015;0.26;0.7;0.34;0.3;0.36;0.4;4;3;4;4
0.4414547586;0.2866987555;0.3416393410;0.46;0.5;0.60;0.6;0.64;0.4;2;2;3;3
0.3691135400;0.2777434920;0.2837452100;0.73;0.4;0.43;0.4;0.24;0.5;1;3;1;3
0.3838453770;0.2310935271;0.1598316140;0.27;0.7;0.47;0.7;0.83;0.6;3;3;1;1
0.3728311663;0.1125073981;0.1782024697;0.64;0.8;0.23;0.4;0.72;0.6;4;4;2;2
0.5721832025;0.2882311478;0.2845802499;0.37;0.3;0.21;0.5;0.14;0.6;2;2;1;4
0.2789939671;0.2760863438;0.2396940958;0.96;0.5;0.87;0.4;0.36;0.7;4;3;2;2
0.2179355592;0.1983191872;0.3586999814;0.29;0.6;0.88;0.4;0.19;0.6;3;1;4;2
0.1186044683;0.1847312476;0.2804950788;0.57;0.8;0.20;0.4;0.37;0.8;2;4;4;1
0.5772984734;0.2642238245;0.0837185656;0.57;0.4;0.93;0.7;0.26;0.3;3;2;2;1
0.5809100962;0.1127907894;0.3546533825;0.11;0.6;0.70;0.5;0.49;0.7;2;2;2;1
0.3328605318;0.2400609590;0.1072262344;0.33;0.6;0.39;0.7;0.18;0.5;2;3;1;1
0.5463795788;0.1625148878;0.1210103116;0.81;0.3;0.97;0.7;0.31;0.7;2;2;3;3
0.1012366890;0.1497444443;0.1682681792;0.39;0.4;0.61;0.8;0.66;0.7;3;2;2;4
0.4513235063;0.2377418574;0.3395242268;0.92;0.7;0.47;0.5;0.12;0.4;1;2;1;2
0.3951306566;0.2614987070;0.2234561747;0.66;0.3;0.48;0.3;0.22;0.5;1;1;1;3
0.0951290698;0.2732580426;0.2289314426;0.69;0.5;0.90;0.7;0.49;0.8;3;4;1;1
0.2320115771;0.1417602056;0.1007974758;0.41;0.7;0.27;0.5;0.94;0.6;1;3;3;2
0.1771408863;0.1252244184;0.0864364015;0.49;0.7;0.94;0.7;0.47;0.4;4;4;4;2
0.3490540012;0.2130672979;0.2793568755;0.61;0.4;0.69;0.4;0.31;0.3;4;3;4;4
0.5653418687;0.1135732605;0.1779109997;0.86;0.5;0.62;0.5;0.42;0.6;2;4;4;2
0.2642381622;0.2924606224;0.3173652164;0.41;0.3;0.88;0.5;0.89;0.5;1;2;4;2
0.4073659455;0.1618566500;0.1930075198;0.33;0.3;0.36;0.5;0.52;0.3;4;1;3;3
0.5035617309;0.1623442767;0.2287566430;0.11;0.5;0.39;0.5;0.75;0.4;1;1;4;3
0.1398746314;0.2494907892;0.2755825358;0.16;0.6;0.76;0.5;0.65;0.5;3;1;1;2
0.5323765761;0.1388820577;0.0863874536;0.39;0.4;0.14;0.5;0.34;0.7;4;4;3;4
0.1192022737;0.2633326866;0.1156428829;0.81;0.4;0.62;0.7;0.56;0.6;3;1;4;3
0.3976570854;0.2550621881;0.2524795477;0.69;0.5;0.33;0.4;0.28;0.8;3;2;4;3
0.4864786157;0.2932624726;0.1723001027;0.71;0.5;0.56;0.5;0.54;0.6;4;4;1;3
0.3422182338;0.2291953648;0.1024400259;0.61;0.7;0.28;0.8;0.13;0.4;1;3;2;4
0.5117139224;0.2376902953;0.0999075797;0.38;0.6;0.28;0.5;0.69;0.8;3;4;3;4
0.5014313685;0.1409905069;0.1443213756;0.41;0.8;0.80;0.8;0.23;0.6;4;1;2;1
0.3796337594;0.2896244051;0.3077552471;0.67;0.6;0.80;0.5;0.55;0.7;2;3;4;3
0.1653659327;0.2089791950;0.2368024921;0.81;0.7;0.53;0.4;0.20;0.3;4;2;3;1
0.5415543028;0.2707155262;0.3553906670;0.86;0.4;0.66;0.4;0.39;0.6;2;4;4;1
0.2061286718;0.2683802883;0.1686857386;0.75;0.4;0.11;0.7;0.27;0.6;4;4;4;1
0.2170488459;0.2575640188;0.3239245638;0.21;0.3;0.63;0.7;0.94;0.4;3;2;4;1
0.4133420700;0.2816642497;0.3129221341;0.78;0.4;0.41;0.4;0.97;0.4;1;3;3;3
0.1464033312;0.2373591754;0.3050404486;0.93;0.4;0.56;0.6;0.44;0.4;1;2;2;4
0.3649776961;0.1974102292;0.3318214393;0.52;0.7;0.51;0.4;0.40;0.8;4;2;3;4
0.2799820207;0.1266456989;0.2287520467;0.87;0.7;0.75;0.4;0.95;0.6;2;2;1;1
0.1516718501;0.2613826335;0.1952942999;0.51;0.7;0.97;0.7;0.65;0.5;1;4;2;2
0.1311303836;0.1980543618;0.0734868468;0.59;0.7;0.41;0.5;0.33;0.5;4;3;3;4
0.1971164644;0.1643603346;0.1975963148;0.35;0.6;0.85;0.5;0.89;0.6;1;1;2;2
0.3890291707;0.2101181266;0.3493346381;0.64;0.4;0.65;0.5;0.27;0.5;1;1;2;1
0.0763931910;0.2358660992;0.0729727423;0.93;0.8;0.12;0.6;0.30;0.8;1;2;3;3
0.5384158664;0.1108100870;0.3082715705;0.12;0.6;0.10;0.3;0.18;0.8;1;2;4;4
0.4018182472;0.1357933777;0.3104037425;0.41;0.8;0.20;0.7;0.50;0.6;4;3;3;3
0.1000153793;0.1291697440;0.3544250416;0.70;0.3;0.55;0.7;0.64;0.5;3;2;2;2
0.3602037293;0.2398104757;0.1432622208;0.13;0.5;0.47;0.5;0.74;0.5;2;1;2;1
0.2687795361;0.2449589207;0.1214131394;0.86;0.5;0.53;0.7;0.62;0.3;2;3;3;2
0.0607875926;0.1268636319;0.1514784115;0.14;0.8;0.33;0.6;0.77;0.5;4;1;3;3
0.4576205168;0.1458871192;0.1106701648;0.56;0.7;0.54;0.7;0.96;0.4;1;4;2;3
0.4839037832;0.2493574984;0.2192973620;0.40;0.6;0.56;0.8;0.44;0.8;4;3;1;1
0.2550541590;0.1729193572;0.2375574565;0.50;0.5;0.35;0.7;0.18;0.7;3;4;3;4
0.2997354940;0.1514058979;0.0684186375;0.81;0.6;0.30;0.7;0.36;0.8;1;2;4;3
0.2492128498;0.2939965958;0.0822945782;0.35;0.6;0.52;0.4;0.34;0.6;4;1;2;2
0.5825318148;0.1342646074;0.1610856044;0.18;0.5;0.78;0.3;0.88;0.7;1;3;2;4
0.5306394961;0.1279898667;0.2785661070;0.27;0.7;0.90;0.7;0.26;0.5;3;2;4;3
0.4940392080;0.1683402459;0.1073962816;0.90;0.7;0.58;0.7;0.93;0.6;1;2;1;1
0.1897717315;0.1437151321;0.1341677282;0.22;0.5;0.37;0.8;0.16;0.6;3;3;1;3
0.5853841644;0.2126393470;0.0925736764;0.48;0.8;0.32;0.4;0.16;0.6;4;4;3;4
0.0718410613;0.1832169608;0.2131724463;0.30;0.6;0.74;0.4;0.55;0.7;2;4;4;2
0.1128794069;0.2161659517;0.0920351919;0.74;0.7;0.87;0.6;0.94;0.3;3;4;1;3
0.2157803126;0.2740203297;0.3063890333;0.42;0.3;0.62;0.6;0.92;0.3;3;2;3;4
0.4210345184;0.1923802887;0.3004185563;0.44;0.5;0.51;0.4;0.94;0.4;4;4;4;1
0.1357558880;0.1880026060;0.2441195914;0.71;0.5;0.90;0.5;0.31;0.7;3;3;3;2
0.3864310997;0.1763296880;0.3450405285;0.44;0.5;0.11;0.5;0.40;0.6;2;3;2;1
0.1398832968;0.2208821952;0.1219142147;0.14;0.6;0.70;0.5;0.16;0.4;2;1;4;3
0.1085117827;0.2411700683;0.1161951649;0.74;0.3;0.71;0.5;0.23;0.5;4;4;1;1
0.4364132308;0.2895195488;0.1906340715;0.49;0.6;0.24;0.4;0.16;0.5;1;1;3;3
0.3825494652;0.1966061430;0.2246249379;0.74;0.7;0.16;0.6;0.39;0.5;1;4;3;4
0.1887786462;0.2184698179;0.0791965557;0.11;0.4;0.84;0.7;0.16;0.4;3;1;4;1
0.3496493656;0.2189941336;0.2133924030;0.17;0.4;0.66;0.4;0.50;0.6;2;1;1;1
0.3590909449;0.1164912151;0.3027755529;0.36;0.4;0.82;0.4;0.67;0.7;3;4;3;2
0.1925835310;0.2801049770;0.3550835068;0.28;0.7;0.88;0.4;0.26;0.6;4;1;1;4
0.3194893193;0.1082356488;0.2809960937;0.11;0.5;0.63;0.5;0.66;0.7;2;3;4;4
0.2090955795;0.1256995555;0.3259969039;0.65;0.7;0.61;0.7;0.53;0.6;3;1;3;1
0.3662537331;0.2723416850;0.1267630722;0.66;0.5;0.48;0.6;0.46;0.6;3;1;2;4
0.1649726814;0.1920140459;0.3537260135;0.47;0.6;0.73;0.6;0.22;0.4;3;2;1;3
0.3877547152;0.1756479104;0.0685166683;0.95;0.6;0.13;0.8;0.56;0.5;4;2;3;2
0.2577556127;0.2884076033;0.2208781291;0.16;0.4;0.84;0.8;0.43;0.7;3;3;3;1
0.0678151830;0.2352961008;0.3331370965;0.62;0.8;0.17;0.4;0.41;0.6;2;4;1;1
0.2181977413;0.2325124795;0.2124716025;0.87;0.8;0.85;0.5;0.36;0.8;1;3;1;3
0.4493216978;0.2274766682;0.0972536654;0.48;0.6;0.28;0.8;0.46;0.3;4;2;3;3
0.4618145571;0.1332056059;0.1879319366;0.83;0.4;0.15;0.5;0.61;0.7;2;1;1;1
0.1352140502;0.1647879969;0.2985519342;0.66;0.5;0.87;0.4;0.27;0.5;2;3;4;1
0.3578332772;0.1787705524;0.3252298727;0.18;0.3;0.16;0.4;0.72;0.8;1;2;2;4
0.4765594716;0.1691568128;0.2211503762;0.70;0.8;0.83;0.4;0.47;0.8;4;1;1;3
0.2569088387;0.2833013507;0.2425875280;0.74;0.8;0.58;0.3;0.45;0.6;3;1;1;1
0.1148354524;0.1348718962;0.3396930423;0.32;0.6;0.46;0.5;0.72;0.7;4;1;3;2
0.1670854788;0.2624116329;0.2797654485;0.85;0.4;0.27;0.6;0.37;0.5;4;1;2;3
0.0643515736;0.1320183786;0.0859946213;0.18;0.4;0.68;0.4;0.81;0.5;2;3;4;2
0.3856749928;0.1635840404;0.1163912611;0.19;0.5;0.23;0.8;0.74;0.6;1;3;2;2
0.1913945180;0.1370284533;0.1635422801;0.65;0.7;0.80;0.6;0.51;0.4;1;4;2;2
0.4304698290;0.2032188227;0.2808412288;0.54;0.5;0.15;0.8;0.77;0.4;2;2;4;2
0.3474989294;0.2078285019;0.1880097729;0.59;0.7;0.34;0.5;0.72;0.4;1;2;3;4
0.2423720808;0.1814787441;0.1651324274;0.58;0.3;0.62;0.6;0.91;0.5;2;1;3;2
0.2183155692;0.2586666191;0.0956021552;0.84;0.4;0.50;0.5;0.37;0.5;1;2;3;1
0.3562431961;0.2050321655;0.2987223666;0.69;0.3;0.78;0.4;0.82;0.4;1;1;4;4
0.0883557708;0.1242279551;0.3382255454;0.29;0.6;0.72;0.7;0.52;0.6;3;3;1;2
0.1206051886;0.2686034103;0.3077336710;0.87;0.4;0.46;0.7;0.83;0.7;2;3;3;1
0.2149461499;0.1519016666;0.2458400746;0.58;0.6;0.93;0.3;0.20;0.7;2;2;2;2
0.4761096796;0.1241882916;0.3416965537;0.46;0.4;0.66;0.8;0.49;0.7;3;2;3;1
0.1972258454;0.2905951880;0.3604420021;0.83;0.7;0.55;0.6;0.74;0.4;3;4;1;4
0.1575308097;0.1555364570;0.2212160005;0.42;0.6;0.17;0.7;0.82;0.4;3;4;4;3
0.2900923728;0.2050176714;0.2766140840;0.80;0.3;0.11;0.6;0.97;0.8;1;1;3;4
0.4449051312;0.2861944898;0.1092401610;0.24;0.5;0.88;0.7;0.13;0.4;4;1;4;2
0.1815905477;0.2180236482;0.3503444669;0.35;0.6;0.42;0.6;0.31;0.5;3;1;3;3
0.5002128898;0.2568718876;0.2688341896;0.68;0.6;0.83;0.8;0.53;0.4;4;4;4;3
0.4937995753;0.2020343229;0.1045183340;0.42;0.4;0.11;0.7;0.15;0.5;3;1;2;3
0.4241202350;0.2169527877;0.3286355818;0.50;0.6;0.54;0.4;0.68;0.4;2;3;1;1
0.1650985742;0.2036354970;0.0690747326;0.75;0.7;0.59;0.7;0.20;0.7;4;2;4;1
0.5800501641;0.1244654710;0.2711415603;0.12;0.7;0.83;0.5;0.95;0.5;3;3;3;2
0.5267657317;0.1168770665;0.1206309566;0.63;0.6;0.61;0.5;0.16;0.3;3;1;3;1
0.4995416678;0.2377559124;0.1043526754;0.40;0.7;0.48;0.7;0.92;0.7;3;3;4;3
0.1307178487;0.2485970077;0.2526907572;0.74;0.7;0.40;0.7;0.64;0.3;3;4;2;2
0.4299988033;0.2679355730;0.2393474028;0.95;0.5;0.28;0.4;0.20;0.6;3;2;1;2
0.0967270341;0.1959676102;0.0915464875;0.27;0.7;0.83;0.4;0.28;0.5;3;2;1;2
0.4328915644;0.1437135591;0.3628802288;0.80;0.6;0.30;0.5;0.94;0.6;1;3;4;1
0.1509154587;0.2220153847;0.1455545314;0.59;0.7;0.78;0.4;0.85;0.4;1;3;3;1
0.3546333782;0.1614250883;0.1716978153;0.30;0.6;0.24;0.3;0.17;0.5;4;1;3;2
0.1440774728;0.2829060677;0.1455873444;0.55;0.8;0.42;0.5;0.91;0.6;3;2;2;1
0.2074750150;0.1922086101;0.2408275146;0.93;0.7;0.11;0.3;0.67;0.7;4;3;2;4
0.4768160447;0.1789694285;0.1783728643;0.53;0.3;0.82;0.5;0.40;0.5;3;4;1;1
0.1857749517;0.2169991556;0.3525341394;0.64;0.5;0.31;0.4;0.92;0.5;3;4;4;4
0.1948085786;0.2789112768;0.1273574113;0.23;0.5;0.26;0.5;0.17;0.4;3;3;1;2
0.2572649808;0.2463670113;0.1062959925;0.42;0.6;0.42;0.4;0.86;0.8;1;3;4;1
0.0656148260;0.1499426256;0.2544055094;0.60;0.6;0.62;0.4;0.65;0.7;2;1;4;4
0.2020780855;0.2116112977;0.0802224630;0.66;0.5;0.40;0.5;0.78;0.7;3;2;2;1
0.4902853046;0.1620173738;0.2237841183;0.78;0.6;0.63;0.6;0.17;0.7;4;3;1;2
0.1522531659;0.1700889350;0.1241836701;0.72;0.4;0.56;0.7;0.61;0.7;1;4;1;1
0.2165353768;0.2790096294;0.2056815092;0.69;0.5;0.36;0.8;0.59;0.4;2;4;4;2
0.1460987038;0.1493603556;0.2338177609;0.89;0.5;0.29;0.4;0.55;0.7;2;4;2;3
0.3721565309;0.1391217363;0.3090209393;0.77;0.8;0.17;0.7;0.72;0.7;1;4;1;3
0.4788792474;0.1689415683;0.3232798850;0.67;0.6;0.14;0.7;0.91;0.5;2;1;1;1
0.4466331330;0.2285845161;0.2119330866;0.80;0.7;0.91;0.7;0.58;0.7;4;3;3;3
0.3699148162;0.2034963276;0.2849339738;0.69;0.8;0.94;0.7;0.49;0.7;2;4;2;4
0.3795371720;0.2868939566;0.1564792616;0.80;0.5;0.95;0.4;0.14;0.4;1;4;1;3
0.2303921002;0.1929480332;0.3266702915;0.35;0.4;0.57;0.7;0.48;0.4;1;3;1;2
0.1344853305;0.2443737593;0.1275064343;0.39;0.8;0.79;0.3;0.29;0.7;4;4;2;3
0.4548188049;0.1766952906;0.2624483724;0.91;0.4;0.80;0.3;0.54;0.4;3;4;4;4
0.3711715311;0.1221118423;0.3308613720;0.49;0.7;0.38;0.6;0.56;0.5;3;4;2;3
0.4605442177;0.1146863171;0.1487064569;0.72;0.3;0.86;0.3;0.96;0.6;2;4;1;4
0.2494463638;0.1826297605;0.1898931600;0.39;0.8;0.17;0.4;0.64;0.4;4;4;1;1
0.4752992002;0.1601017419;0.1717099322;0.14;0.5;0.31;0.5;0.68;0.7;1;1;4;2
0.0672685956;0.1652339885;0.1522964298;0.58;0.8;0.56;0.5;0.83;0.3;4;4;3;2
0.2217391998;0.2722680531;0.1048443851;0.66;0.6;0.64;0.4;0.70;0.4;1;1;1;1
0.2654282637;0.2361603368;0.3542117194;0.50;0.5;0.20;0.7;0.49;0.6;4;3;4;2
0.0921625909;0.2077384566;0.2558712798;0.60;0.7;0.38;0.4;0.86;0.5;1;1;3;2
0.4533206324;0.1419654897;0.1299421406;0.61;0.7;0.90;0.4;0.93;0.4;3;3;1;2
0.1349074850;0.1558010565;0.2921391005;0.56;0.6;0.30;0.6;0.57;0.4;2;1;4;1
0.3542169818;0.2190786496;0.3171953305;0.67;0.3;0.29;0.4;0.31;0.3;3;3;1;4
0.3517564507;0.2341102638;0.2297553962;0.50;0.6;0.13;0.7;0.67;0.4;4;3;2;3
0.4445664621;0.2320005384;0.3521818540;0.54;0.7;0.96;0.5;0.37;0.7;2;3;1;1
0.3277924161;0.1874630058;0.2530420827;0.81;0.5;0.72;0.3;0.15;0.5;1;1;1;2
0.2287620241;0.1529841322;0.2004011900;0.75;0.5;0.17;0.5;0.32;0.8;2;1;2;2
0.0751906935;0.2935826351;0.3113095537;0.47;0.6;0.74;0.8;0.61;0.6;2;1;3;3
0.1515012147;0.2280901330;0.1462101890;0.32;0.7;0.41;0.6;0.81;0.5;1;2;4;4
0.0780670956;0.1373225859;0.3501797502;0.70;0.5;0.54;0.4;0.63;0.6;4;1;1;4
0.1650043921;0.2138467248;0.0873026428;0.45;0.6;0.97;0.5;0.83;0.3;3;4;2;3
0.1787858811;0.2390058064;0.1750311018;0.16;0.5;0.58;0.3;0.43;0.8;1;1;1;1
0.1547315902;0.2813206126;0.0862112378;0.14;0.3;0.73;0.5;0.47;0.7;4;2;3;3
0.5781143510;0.2078459703;0.3122657115;0.88;0.5;0.52;0.4;0.50;0.4;3;4;3;2
0.3526956654;0.2275927169;0.2049845002;0.66;0.6;0.12;0.4;0.26;0.3;3;3;2;4
0.4313104627;0.2504234737;0.1048266366;0.36;0.4;0.59;0.6;0.85;0.7;2;1;3;4
0.1007746736;0.2685229395;0.2205677485;0.43;0.6;0.82;0.6;0.23;0.5;2;2;2;3
0.5852389356;0.2473675302;0.3154397238;0.25;0.3;0.11;0.4;0.76;0.5;4;3;4;4
0.1922211578;0.1494347827;0.3016268382;0.26;0.7;0.77;0.7;0.95;0.5;3;4;3;1
0.0608846276;0.1942798233;0.3219808815;0.47;0.3;0.67;0.4;0.96;0.4;2;1;2;2
